 IDENTIFIER |    starttime     | pa  |  da | NoPA| SuPA|   v  |  dv  | minv | maxv
 C201112.03 | 2011/12/09 12:49 | 279 | 062 | 310 | 248 | 0313 | 0026 | 0247 | 0372
 C201112.04 | 2011/12/10 23:29 | 248 | 040 | 268 | 228 | 1864 | 0131 | 1539 | 1967
 C201112.06 | 2011/12/11 14:09 | 296 | 032 | 312 | 280 | 0258 | 0053 | 0240 | 0365
 C201112.05 | 2011/12/11 14:49 | 292 | 068 | 326 | 258 | 0421 | 0029 | 0368 | 0472
 C201112.07 | 2011/12/12 12:49 | 288 | 020 | 298 | 278 | 1967 | 0063 | 1864 | 1967
 C201112.08 | 2011/12/14 15:29 | 241 | 022 | 252 | 230 | 0389 | 0062 | 0274 | 0448
 C201112.09 | 2011/12/15 17:29 | 259 | 066 | 292 | 226 | 1864 | 0161 | 1539 | 1967
 C201112.10 | 2011/12/16 20:49 | 240 | 012 | 246 | 234 | 0402 | 0028 | 0361 | 0454
 C201112.11 | 2011/12/17 04:09 | 244 | 028 | 258 | 230 | 0368 | 0962 | 0201 | 1967
 C201112.12 | 2011/12/18 04:09 | 274 | 024 | 286 | 262 | 0300 | 0029 | 0242 | 0340
 C201112.13 | 2011/12/20 00:09 | 261 | 062 | 292 | 230 | 0336 | 0724 | 0240 | 1967
 C201112.14 | 2011/12/20 12:09 | 271 | 062 | 302 | 240 | 0431 | 0750 | 0270 | 1967
 C201112.15 | 2011/12/23 04:49 | 290 | 028 | 304 | 276 | 1864 | 0830 | 0283 | 1967
 C201112.16 | 2011/12/23 12:09 | 288 | 020 | 298 | 278 | 1539 | 0820 | 0234 | 1967
 C201112.17 | 2011/12/23 13:29 | 251 | 046 | 274 | 228 | 1967 | 0199 | 1539 | 1967
 C201112.18 | 2011/12/24 07:29 | 274 | 096 | 322 | 226 | 0505 | 0906 | 0268 | 1967
 C201112.19 | 2011/12/25 06:49 | 284 | 068 | 318 | 250 | 0398 | 0072 | 0292 | 0571
 C201112.20 | 2011/12/25 22:49 | 262 | 084 | 304 | 220 | 1864 | 0168 | 1475 | 1967
 C201112.21 | 2011/12/26 16:09 | 284 | 084 | 326 | 242 | 0571 | 0088 | 0448 | 0804
 C201112.22 | 2011/12/27 08:09 | 277 | 082 | 318 | 236 | 0632 | 0106 | 0416 | 0885
 C201112.23 | 2011/12/27 18:09 | 283 | 026 | 296 | 270 | 1609 | 0261 | 1221 | 1967
 C201112.24 | 2011/12/28 09:29 | 279 | 010 | 284 | 274 | 1788 | 0798 | 0426 | 1967
 C201112.25 | 2011/12/28 22:09 | 260 | 016 | 268 | 252 | 0843 | 0094 | 0694 | 1011
 C201112.26 | 2011/12/29 13:29 | 291 | 074 | 328 | 254 | 0472 | 0827 | 0340 | 1967
 C201112.27 | 2011/12/30 04:09 | 262 | 076 | 300 | 224 | 1864 | 0137 | 1539 | 1967
 C201112.28 | 2011/12/30 18:49 | 260 | 028 | 274 | 246 | 1686 | 0208 | 1416 | 1967
 C201112.29 | 2011/12/31 22:49 | 250 | 044 | 272 | 228 | 1967 | 0086 | 1770 | 1967 (dup. C201201.01)
 C201201.01 | 2011/12/31 22:49 | 263 | 066 | 296 | 230 | 1916 | 0161 | 1475 | 1967 (dup. C201112.29)
 C201201.02 | 2012/01/03 20:49 | 288 | 052 | 314 | 262 | 0306 | 0027 | 0262 | 0365
 C201201.03 | 2012/01/05 15:29 | 302 | 060 | 332 | 272 | 0643 | 0147 | 0513 | 1011
 C201201.04 | 2012/01/05 16:49 | 271 | 010 | 276 | 266 | 0332 | 0024 | 0285 | 0365
 C201201.05 | 2012/01/11 03:29 | 288 | 060 | 318 | 258 | 1967 | 0082 | 1770 | 1967
 C201201.06 | 2012/01/12 12:09 | 278 | 104 | 330 | 226 | 0580 | 0136 | 0283 | 0708
 C201201.07 | 2012/01/13 02:49 | 278 | 032 | 294 | 262 | 0357 | 0099 | 0204 | 0580
 C201201.08 | 2012/01/14 14:49 | 253 | 034 | 270 | 236 | 1967 | 0137 | 1539 | 1967
 C201201.09 | 2012/01/15 02:09 | 258 | 040 | 278 | 238 | 0266 | 0045 | 0251 | 0361
 C201201.10 | 2012/01/16 05:29 | 275 | 106 | 328 | 222 | 0853 | 0222 | 0361 | 1106
 C201201.11 | 2012/01/16 10:49 | 270 | 012 | 276 | 264 | 0307 | 0029 | 0258 | 0330
 C201201.12 | 2012/01/16 20:49 | 266 | 028 | 280 | 252 | 0283 | 0048 | 0219 | 0350
 C201201.13 | 2012/01/18 18:09 | 265 | 074 | 302 | 228 | 0829 | 0721 | 0361 | 1967
 C201201.14 | 2012/01/19 15:29 | 279 | 102 | 330 | 228 | 0945 | 0309 | 0316 | 1539
 C201201.15 | 2012/01/20 07:29 | 258 | 040 | 278 | 238 | 1967 | 0239 | 1142 | 1967
 C201201.16 | 2012/01/21 07:29 | 275 | 010 | 280 | 270 | 0294 | 0021 | 0272 | 0334
 C201201.17 | 2012/01/22 21:29 | 275 | 110 | 330 | 220 | 1416 | 0246 | 0983 | 1864
 C201201.18 | 2012/01/24 21:29 | 270 | 052 | 296 | 244 | 0416 | 0039 | 0393 | 0513
 C201201.19 | 2012/01/25 13:29 | 281 | 018 | 290 | 272 | 0340 | 0853 | 0295 | 1967
 C201201.20 | 2012/01/27 01:29 | 288 | 080 | 328 | 248 | 0478 | 0076 | 0305 | 0600
 C201201.21 | 2012/01/27 20:49 | 276 | 092 | 322 | 230 | 0730 | 0239 | 0513 | 1362
 C201201.22 | 2012/01/29 18:49 | 254 | 072 | 290 | 218 | 0380 | 0103 | 0247 | 0590
 C201201.23 | 2012/01/30 06:49 | 265 | 010 | 270 | 260 | 0276 | 0022 | 0240 | 0302
 C201201.24 | 2012/01/30 15:29 | 248 | 040 | 268 | 228 | 1967 | 0066 | 1864 | 1967
 C201202.01 | 2012/01/31 10:49 | 246 | 052 | 272 | 220 | 1416 | 0100 | 1362 | 1609
 C201202.02 | 2012/02/01 12:49 | 285 | 022 | 296 | 274 | 1446 | 0066 | 1362 | 1539
 C201202.03 | 2012/02/01 17:29 | 285 | 018 | 294 | 276 | 1475 | 0055 | 1416 | 1539
 C201202.04 | 2012/02/04 20:49 | 305 | 038 | 324 | 286 | 0448 | 0058 | 0297 | 0491
 C201202.05 | 2012/02/05 02:49 | 233 | 026 | 246 | 220 | 0380 | 0005 | 0372 | 0389
 C201202.06 | 2012/02/05 08:49 | 298 | 028 | 312 | 284 | 0407 | 0034 | 0376 | 0485
 C201202.07 | 2012/02/09 04:49 | 275 | 030 | 290 | 260 | 1916 | 0051 | 1864 | 1967
 C201202.08 | 2012/02/09 22:09 | 271 | 098 | 320 | 222 | 0553 | 0040 | 0466 | 0621
 C201202.09 | 2012/02/11 00:09 | 273 | 086 | 316 | 230 | 0505 | 0063 | 0376 | 0632
 C201202.10 | 2012/02/12 02:09 | 265 | 022 | 276 | 254 | 1864 | 0145 | 1609 | 1967
 C201202.11 | 2012/02/14 17:29 | 275 | 098 | 324 | 226 | 1864 | 0926 | 0287 | 1967
 C201202.12 | 2012/02/17 12:09 | 281 | 010 | 286 | 276 | 0301 | 0007 | 0287 | 0310
 C201202.13 | 2012/02/19 16:49 | 286 | 028 | 300 | 272 | 0310 | 0041 | 0222 | 0361
 C201202.14 | 2012/02/20 00:09 | 282 | 016 | 290 | 274 | 0257 | 0016 | 0233 | 0292
 C201202.15 | 2012/02/20 10:49 | 301 | 018 | 310 | 292 | 0424 | 0046 | 0305 | 0454
 C201202.16 | 2012/02/24 04:09 | 276 | 104 | 328 | 224 | 0957 | 0164 | 0505 | 1416
 C201202.17 | 2012/02/25 00:09 | 257 | 074 | 294 | 220 | 0616 | 0100 | 0397 | 0804
 C201202.18 | 2012/02/25 09:29 | 267 | 010 | 272 | 262 | 0507 | 0033 | 0472 | 0553
 C201202.19 | 2012/02/25 14:09 | 277 | 010 | 282 | 272 | 1967 | 0065 | 1864 | 1967
 C201202.20 | 2012/02/25 22:09 | 245 | 014 | 252 | 238 | 0513 | 0061 | 0402 | 0562
 C201202.21 | 2012/02/26 12:49 | 254 | 064 | 286 | 222 | 0544 | 0814 | 0350 | 1967
 C201202.22 | 2012/02/27 20:49 | 269 | 066 | 302 | 236 | 0380 | 0018 | 0337 | 0411
 C201203.01 | 2012/03/01 04:09 | 294 | 048 | 318 | 270 | 0391 | 0032 | 0327 | 0437
 C201203.02 | 2012/03/02 22:09 | 278 | 092 | 324 | 232 | 1864 | 0727 | 0621 | 1967
 C201203.03 | 2012/03/03 18:09 | 274 | 096 | 322 | 226 | 0814 | 0158 | 0562 | 1073
 C201203.04 | 2012/03/04 12:49 | 278 | 084 | 320 | 236 | 1221 | 0362 | 0769 | 1967
 C201203.05 | 2012/03/05 04:09 | 273 | 106 | 326 | 220 | 1012 | 0436 | 0372 | 1864
 C201203.06 | 2012/03/06 10:09 | 277 | 062 | 308 | 246 | 0520 | 0044 | 0402 | 0632
 C201203.07 | 2012/03/07 01:29 | 272 | 104 | 324 | 220 | 1864 | 0108 | 1475 | 1967
 C201203.08 | 2012/03/07 22:09 | 260 | 080 | 300 | 220 | 1475 | 0323 | 0769 | 1686
 C201203.09 | 2012/03/09 05:29 | 263 | 086 | 306 | 220 | 1042 | 0547 | 0302 | 1967
 C201203.10 | 2012/03/09 23:29 | 252 | 020 | 262 | 242 | 1362 | 0477 | 0600 | 1967
 C201203.11 | 2012/03/10 19:29 | 270 | 088 | 314 | 226 | 1090 | 0135 | 0885 | 1416
 C201203.12 | 2012/03/12 06:09 | 237 | 026 | 250 | 224 | 0621 | 0051 | 0491 | 0694
 C201203.13 | 2012/03/13 19:29 | 293 | 050 | 318 | 268 | 0804 | 0033 | 0737 | 0843
 C201203.14 | 2012/03/14 14:49 | 243 | 046 | 266 | 220 | 1916 | 0173 | 1539 | 1967
 C201203.15 | 2012/03/14 16:09 | 265 | 066 | 298 | 232 | 1655 | 0758 | 0372 | 1967
 C201203.16 | 2012/03/15 10:49 | 272 | 060 | 302 | 242 | 1864 | 0812 | 0376 | 1967
 C201203.17 | 2012/03/16 04:09 | 262 | 012 | 268 | 256 | 1864 | 0185 | 1475 | 1967
 C201203.18 | 2012/03/18 06:09 | 278 | 040 | 298 | 258 | 0393 | 0032 | 0340 | 0466
 C201203.19 | 2012/03/19 18:09 | 269 | 058 | 298 | 240 | 1864 | 0101 | 1686 | 1967
 C201203.21 | 2012/03/22 07:29 | 241 | 018 | 250 | 232 | 0266 | 0010 | 0252 | 0285
 C201203.20 | 2012/03/22 07:29 | 253 | 054 | 280 | 226 | 0347 | 0040 | 0327 | 0498
 C201203.22 | 2012/03/23 04:09 | 250 | 016 | 258 | 242 | 0397 | 0850 | 0376 | 1967
 C201203.23 | 2012/03/23 15:29 | 284 | 020 | 294 | 274 | 1864 | 0075 | 1770 | 1967
 C201203.24 | 2012/03/24 06:09 | 271 | 102 | 322 | 220 | 0540 | 0073 | 0384 | 0621
 C201203.25 | 2012/03/24 16:09 | 253 | 066 | 286 | 220 | 0421 | 0044 | 0354 | 0528
 C201203.26 | 2012/03/25 11:29 | 309 | 014 | 316 | 302 | 0627 | 0030 | 0580 | 0668
 C201203.27 | 2012/03/26 03:29 | 250 | 044 | 272 | 228 | 0365 | 0019 | 0340 | 0402
 C201203.28 | 2012/03/27 02:09 | 273 | 106 | 326 | 220 | 0681 | 0159 | 0411 | 1041
 C201203.29 | 2012/03/28 05:29 | 288 | 068 | 322 | 254 | 0668 | 0144 | 0384 | 0863
 C201203.30 | 2012/03/29 00:49 | 256 | 032 | 272 | 240 | 0330 | 0053 | 0247 | 0454
 C201203.31 | 2012/03/30 19:29 | 283 | 074 | 320 | 246 | 0451 | 0067 | 0295 | 0621
 C201204.01 | 2012/03/31 01:29 | 281 | 010 | 286 | 276 | 0979 | 0319 | 0643 | 1362
 C201204.02 | 2012/04/01 01:29 | 300 | 016 | 308 | 292 | 0472 | 0009 | 0459 | 0485
 C201204.03 | 2012/04/02 06:49 | 275 | 082 | 316 | 234 | 0505 | 0845 | 0343 | 1967
 C201204.04 | 2012/04/03 06:49 | 285 | 042 | 306 | 264 | 0354 | 0030 | 0327 | 0426
 C201204.05 | 2012/04/06 02:09 | 279 | 058 | 308 | 250 | 1864 | 0115 | 1539 | 1967
 C201204.06 | 2012/04/08 02:09 | 251 | 038 | 270 | 232 | 0252 | 0015 | 0234 | 0297
 C201204.07 | 2012/04/11 06:09 | 273 | 014 | 280 | 266 | 0745 | 0518 | 0305 | 1539
 C201204.08 | 2012/04/12 01:29 | 262 | 084 | 304 | 220 | 0437 | 0077 | 0302 | 0590
 C201204.09 | 2012/04/13 11:29 | 264 | 088 | 308 | 220 | 1864 | 0177 | 1475 | 1967
 C201204.10 | 2012/04/15 14:49 | 282 | 052 | 308 | 256 | 0324 | 0013 | 0287 | 0343
 C201204.11 | 2012/04/19 02:49 | 248 | 052 | 274 | 222 | 0365 | 0052 | 0218 | 0431
 C201204.12 | 2012/04/19 18:49 | 254 | 068 | 288 | 220 | 0632 | 0041 | 0580 | 0753
 C201204.13 | 2012/04/21 11:29 | 252 | 036 | 270 | 234 | 0283 | 0098 | 0181 | 0478
 C201204.14 | 2012/04/22 13:29 | 269 | 050 | 294 | 244 | 1864 | 0085 | 1770 | 1967
 C201204.15 | 2012/04/23 20:49 | 254 | 068 | 288 | 220 | 0562 | 0134 | 0334 | 0769
 C201204.16 | 2012/04/24 12:09 | 266 | 068 | 300 | 232 | 0416 | 0096 | 0300 | 0621
 C201204.17 | 2012/04/26 12:49 | 265 | 042 | 286 | 244 | 0286 | 0030 | 0249 | 0354
 C201204.18 | 2012/04/27 18:09 | 265 | 090 | 310 | 220 | 0416 | 0861 | 0252 | 1967
 C201204.19 | 2012/04/29 11:29 | 273 | 098 | 322 | 224 | 0505 | 0110 | 0316 | 0787
 C201205.01 | 2012/04/30 08:49 | 291 | 050 | 316 | 266 | 0459 | 0061 | 0319 | 0520
 C201205.02 | 2012/05/01 11:29 | 240 | 040 | 260 | 220 | 0440 | 0110 | 0324 | 0737
 C201205.03 | 2012/05/02 01:29 | 245 | 050 | 270 | 220 | 1770 | 0127 | 1539 | 1967
 C201205.04 | 2012/05/03 06:49 | 270 | 020 | 280 | 260 | 0196 | 0793 | 0142 | 1770
 C201205.05 | 2012/05/03 19:29 | 252 | 064 | 284 | 220 | 1864 | 0131 | 1475 | 1967
 C201205.06 | 2012/05/05 06:09 | 242 | 036 | 260 | 224 | 1609 | 0213 | 1221 | 1967
 C201205.07 | 2012/05/08 02:49 | 258 | 072 | 294 | 222 | 0472 | 0104 | 0316 | 0708
 C201205.08 | 2012/05/08 14:09 | 274 | 076 | 312 | 236 | 0505 | 0159 | 0270 | 0885
 C201205.09 | 2012/05/09 14:49 | 254 | 068 | 288 | 220 | 1864 | 0093 | 1686 | 1967
 C201205.10 | 2012/05/10 07:29 | 265 | 078 | 304 | 226 | 1446 | 0608 | 0402 | 1967
 C201205.11 | 2012/05/12 00:09 | 264 | 084 | 306 | 222 | 0787 | 0068 | 0632 | 0908
 C201205.12 | 2012/05/12 17:29 | 276 | 016 | 284 | 268 | 0261 | 0006 | 0249 | 0272
 C201205.13 | 2012/05/13 21:29 | 315 | 030 | 330 | 300 | 0407 | 0003 | 0407 | 0416
 C201205.14 | 2012/05/14 15:29 | 267 | 082 | 308 | 226 | 1817 | 0661 | 0513 | 1967
 C201205.15 | 2012/05/16 12:09 | 244 | 048 | 268 | 220 | 0590 | 0650 | 0380 | 1967
 C201205.16 | 2012/05/17 06:09 | 266 | 092 | 312 | 220 | 0485 | 0089 | 0340 | 0668
 C201205.17 | 2012/05/19 21:29 | 306 | 040 | 326 | 286 | 0397 | 0045 | 0321 | 0448
 C201205.18 | 2012/05/20 11:29 | 252 | 024 | 264 | 240 | 0485 | 0076 | 0357 | 0632
 C201205.19 | 2012/05/23 17:29 | 290 | 044 | 312 | 268 | 1864 | 0077 | 1770 | 1967
 C201205.20 | 2012/05/25 04:09 | 314 | 012 | 320 | 308 | 0389 | 0011 | 0372 | 0402
 C201205.21 | 2012/05/25 19:29 | 278 | 048 | 302 | 254 | 0297 | 0031 | 0247 | 0365
 C201205.22 | 2012/05/26 17:29 | 257 | 070 | 292 | 222 | 1770 | 0124 | 1539 | 1967
 C201205.23 | 2012/05/27 08:09 | 276 | 084 | 318 | 234 | 0722 | 0628 | 0228 | 1967
 C201205.24 | 2012/05/27 23:29 | 245 | 038 | 264 | 226 | 1967 | 0082 | 1770 | 1967
 C201205.25 | 2012/05/28 18:49 | 271 | 042 | 292 | 250 | 0247 | 0031 | 0202 | 0313
 C201205.26 | 2012/05/30 22:09 | 320 | 012 | 326 | 314 | 0591 | 0026 | 0544 | 0610
 C201206.01 | 2012/05/31 04:09 | 267 | 010 | 272 | 262 | 0517 | 0008 | 0505 | 0528
 C201206.02 | 2012/06/02 04:09 | 288 | 052 | 314 | 262 | 1142 | 0015 | 1106 | 1180
 C201206.03 | 2012/06/03 17:29 | 266 | 096 | 314 | 218 | 0502 | 0074 | 0330 | 0655
 C201206.04 | 2012/06/05 08:49 | 286 | 040 | 306 | 266 | 0389 | 0064 | 0281 | 0498
 C201206.05 | 2012/06/06 00:09 | 282 | 068 | 316 | 248 | 0610 | 0127 | 0357 | 0863
 C201206.06 | 2012/06/06 06:49 | 239 | 030 | 254 | 224 | 0272 | 0019 | 0237 | 0302
 C201206.07 | 2012/06/07 01:29 | 247 | 058 | 276 | 218 | 0472 | 0036 | 0416 | 0553
 C201206.08 | 2012/06/08 10:09 | 261 | 086 | 304 | 218 | 1425 | 0733 | 0244 | 1967
 C201206.10 | 2012/06/12 07:29 | 288 | 012 | 294 | 282 | 1475 | 0047 | 1416 | 1539
 C201206.09 | 2012/06/12 08:09 | 264 | 052 | 290 | 238 | 1362 | 0072 | 1311 | 1539
 C201206.11 | 2012/06/13 16:09 | 257 | 078 | 296 | 218 | 0485 | 0140 | 0393 | 0753
 C201206.12 | 2012/06/14 12:49 | 265 | 094 | 312 | 218 | 0983 | 0083 | 0843 | 1142
 C201206.13 | 2012/06/15 01:29 | 275 | 034 | 292 | 258 | 0369 | 0906 | 0310 | 1864
 C201206.14 | 2012/06/18 14:49 | 257 | 026 | 270 | 244 | 1916 | 0051 | 1864 | 1967
 C201206.15 | 2012/06/18 23:29 | 294 | 040 | 314 | 274 | 0416 | 0016 | 0389 | 0454
 C201206.16 | 2012/06/20 19:29 | 285 | 018 | 294 | 276 | 0354 | 0012 | 0334 | 0368
 C201206.17 | 2012/06/21 10:09 | 276 | 032 | 292 | 260 | 0437 | 0070 | 0290 | 0528
 C201206.18 | 2012/06/23 00:09 | 273 | 062 | 304 | 242 | 1863 | 0000 | 1863 | 1864
 C201206.19 | 2012/06/23 04:09 | 259 | 030 | 274 | 244 | 1863 | 0084 | 1686 | 1967
 C201206.20 | 2012/06/23 15:29 | 282 | 012 | 288 | 276 | 0787 | 0687 | 0327 | 1864
 C201206.21 | 2012/06/26 06:09 | 241 | 022 | 252 | 230 | 0330 | 0007 | 0310 | 0334
 C201206.23 | 2012/06/27 18:09 | 233 | 030 | 248 | 218 | 0478 | 0028 | 0437 | 0553
 C201206.22 | 2012/06/27 18:09 | 315 | 022 | 326 | 304 | 0426 | 0098 | 0307 | 0580
 C201206.24 | 2012/06/27 22:49 | 276 | 048 | 300 | 252 | 0289 | 0032 | 0256 | 0376
 C201206.25 | 2012/06/28 06:09 | 271 | 034 | 288 | 254 | 0285 | 0034 | 0229 | 0357
 C201206.26 | 2012/06/29 02:49 | 270 | 104 | 322 | 218 | 0466 | 0247 | 0321 | 1011
 C201206.27 | 2012/06/30 14:49 | 248 | 060 | 278 | 218 | 0409 | 0054 | 0295 | 0466 (dup. C201207.01)
 C201207.01 | 2012/06/30 14:49 | 249 | 058 | 278 | 220 | 0434 | 0088 | 0316 | 0621 (dup. C201206.27)
 C201207.02 | 2012/07/01 09:29 | 272 | 104 | 324 | 220 | 0459 | 0204 | 0334 | 0957
 C201207.03 | 2012/07/02 20:09 | 245 | 050 | 270 | 220 | 0499 | 0075 | 0397 | 0643
 C201207.04 | 2012/07/03 23:29 | 253 | 058 | 282 | 224 | 0553 | 0076 | 0407 | 0632
 C201207.05 | 2012/07/04 11:29 | 231 | 022 | 242 | 220 | 0509 | 0087 | 0324 | 0553
 C201207.06 | 2012/07/04 21:29 | 271 | 066 | 304 | 238 | 0372 | 0033 | 0305 | 0426
 C201207.07 | 2012/07/05 14:09 | 234 | 016 | 242 | 226 | 0431 | 0018 | 0407 | 0466
 C201207.08 | 2012/07/06 14:49 | 253 | 046 | 276 | 230 | 1817 | 0123 | 1539 | 1967
 C201207.09 | 2012/07/07 23:29 | 262 | 048 | 286 | 238 | 0384 | 0035 | 0319 | 0459
 C201207.10 | 2012/07/08 18:49 | 276 | 016 | 284 | 268 | 0380 | 0055 | 0278 | 0442
 C201207.11 | 2012/07/09 13:29 | 256 | 020 | 266 | 246 | 0517 | 0012 | 0498 | 0536
 C201207.12 | 2012/07/11 11:29 | 288 | 060 | 318 | 258 | 1864 | 0132 | 1609 | 1967
 C201207.13 | 2012/07/12 16:49 | 272 | 104 | 324 | 220 | 0932 | 0121 | 0668 | 1142
 C201207.14 | 2012/07/14 22:09 | 254 | 068 | 288 | 220 | 0478 | 0073 | 0310 | 0553
 C201207.15 | 2012/07/15 06:09 | 285 | 018 | 294 | 276 | 0476 | 0043 | 0376 | 0505
 C201207.16 | 2012/07/16 11:29 | 255 | 042 | 276 | 234 | 1864 | 0135 | 1539 | 1967
 C201207.17 | 2012/07/17 03:29 | 278 | 076 | 316 | 240 | 0334 | 0932 | 0281 | 1967
 C201207.18 | 2012/07/17 22:49 | 308 | 016 | 316 | 300 | 0385 | 0024 | 0357 | 0437
 C201207.19 | 2012/07/18 23:29 | 291 | 014 | 298 | 284 | 1916 | 1021 | 0219 | 1967
 C201207.20 | 2012/07/19 09:29 | 270 | 100 | 320 | 220 | 0722 | 0582 | 0337 | 1967
 C201207.21 | 2012/07/20 04:49 | 262 | 052 | 288 | 236 | 1686 | 0818 | 0337 | 1967
 C201207.22 | 2012/07/21 23:29 | 275 | 018 | 284 | 266 | 0332 | 0022 | 0287 | 0354
 C201207.23 | 2012/07/23 06:49 | 274 | 048 | 298 | 250 | 0340 | 0060 | 0260 | 0513
 C201207.24 | 2012/07/23 21:29 | 255 | 050 | 280 | 230 | 1864 | 0155 | 1475 | 1967
 C201207.25 | 2012/07/24 19:29 | 279 | 058 | 308 | 250 | 1864 | 0075 | 1770 | 1967
 C201207.26 | 2012/07/25 10:09 | 254 | 044 | 276 | 232 | 0376 | 0151 | 0334 | 0708
 C201207.27 | 2012/07/26 15:29 | 239 | 010 | 244 | 234 | 0311 | 0016 | 0292 | 0343
 C201207.29 | 2012/07/27 07:29 | 270 | 036 | 288 | 252 | 0395 | 0022 | 0380 | 0454
 C201207.28 | 2012/07/27 07:29 | 318 | 012 | 324 | 312 | 0600 | 0041 | 0520 | 0655
 C201207.30 | 2012/07/28 02:09 | 255 | 058 | 284 | 226 | 0313 | 0031 | 0256 | 0397
 C201207.31 | 2012/07/29 01:29 | 262 | 084 | 304 | 220 | 0520 | 0745 | 0330 | 1967
 C201207.32 | 2012/07/31 00:09 | 254 | 016 | 262 | 246 | 0258 | 0067 | 0210 | 0384
 C201207.33 | 2012/07/31 17:29 | 291 | 066 | 324 | 258 | 0448 | 0069 | 0268 | 0520
 C201208.01 | 2012/08/01 22:49 | 257 | 050 | 282 | 232 | 1967 | 0087 | 1770 | 1967
 C201208.02 | 2012/08/04 16:09 | 271 | 102 | 322 | 220 | 0708 | 0055 | 0562 | 0769
 C201208.03 | 2012/08/05 20:09 | 249 | 014 | 256 | 242 | 0442 | 0026 | 0437 | 0498
 C201208.04 | 2012/08/06 23:29 | 253 | 038 | 272 | 234 | 1574 | 0817 | 0343 | 1967
 C201208.05 | 2012/08/07 06:49 | 267 | 018 | 276 | 258 | 1864 | 0117 | 1686 | 1967
 C201208.06 | 2012/08/08 08:49 | 251 | 050 | 276 | 226 | 1864 | 0078 | 1770 | 1967
 C201208.07 | 2012/08/08 12:49 | 296 | 056 | 324 | 268 | 1817 | 0138 | 1475 | 1967
 C201208.08 | 2012/08/09 21:29 | 298 | 048 | 322 | 274 | 0411 | 0074 | 0276 | 0544
 C201208.09 | 2012/08/11 18:09 | 256 | 040 | 276 | 236 | 1916 | 0060 | 1770 | 1967
 C201208.10 | 2012/08/12 03:29 | 273 | 074 | 310 | 236 | 1728 | 0896 | 0240 | 1967
 C201208.11 | 2012/08/13 04:49 | 264 | 024 | 276 | 252 | 0437 | 0028 | 0380 | 0485
 C201208.12 | 2012/08/14 00:09 | 269 | 086 | 312 | 226 | 1686 | 0211 | 1106 | 1967
 C201208.13 | 2012/08/14 07:29 | 280 | 096 | 328 | 232 | 0380 | 0908 | 0266 | 1967
 C201208.14 | 2012/08/14 18:49 | 258 | 040 | 278 | 238 | 1864 | 0083 | 1770 | 1967
 C201208.15 | 2012/08/15 11:29 | 274 | 036 | 292 | 256 | 1770 | 0956 | 0264 | 1967
 C201208.16 | 2012/08/15 21:29 | 299 | 010 | 304 | 294 | 0275 | 0029 | 0221 | 0316
 C201208.17 | 2012/08/16 00:49 | 273 | 058 | 302 | 244 | 1916 | 0051 | 1864 | 1967
 C201208.18 | 2012/08/16 11:29 | 271 | 078 | 310 | 232 | 1686 | 0228 | 1106 | 1967
 C201208.19 | 2012/08/16 21:29 | 293 | 086 | 336 | 250 | 0336 | 0826 | 0287 | 1967
 C201208.21 | 2012/08/18 04:09 | 323 | 014 | 330 | 316 | 0378 | 0019 | 0343 | 0407
 C201208.20 | 2012/08/18 07:29 | 273 | 066 | 306 | 240 | 1916 | 0068 | 1770 | 1967
 C201208.22 | 2012/08/19 12:09 | 268 | 048 | 292 | 244 | 0332 | 0014 | 0310 | 0365
 C201208.23 | 2012/08/20 08:49 | 257 | 030 | 272 | 242 | 0358 | 0076 | 0214 | 0466
 C201208.24 | 2012/08/21 17:29 | 283 | 010 | 288 | 278 | 1967 | 0065 | 1863 | 1967
 C201208.25 | 2012/08/22 09:29 | 267 | 050 | 292 | 242 | 1475 | 0056 | 1416 | 1609
 C201208.26 | 2012/08/23 23:29 | 265 | 030 | 280 | 250 | 1864 | 0074 | 1770 | 1967
 C201208.27 | 2012/08/24 14:49 | 290 | 080 | 330 | 250 | 0426 | 0043 | 0330 | 0478
 C201208.28 | 2012/08/25 21:29 | 277 | 046 | 300 | 254 | 0478 | 0988 | 0276 | 1967
 C201208.29 | 2012/08/31 21:29 | 275 | 082 | 316 | 234 | 1311 | 0346 | 1011 | 1967 (dup. C201209.01)
 C201209.01 | 2012/08/31 21:29 | 277 | 110 | 332 | 222 | 1073 | 0064 | 0863 | 1180 (dup. C201208.29)
 C201209.02 | 2012/09/02 03:29 | 276 | 072 | 312 | 240 | 0753 | 0658 | 0347 | 1967
 C201209.03 | 2012/09/02 20:09 | 277 | 042 | 298 | 256 | 1864 | 0138 | 1539 | 1967
 C201209.04 | 2012/09/04 20:49 | 308 | 032 | 324 | 292 | 0368 | 0111 | 0334 | 0600
 C201209.05 | 2012/09/10 21:29 | 239 | 034 | 256 | 222 | 0536 | 0094 | 0442 | 0769
 C201209.06 | 2012/09/12 02:49 | 315 | 010 | 320 | 310 | 0218 | 0003 | 0214 | 0224
 C201209.07 | 2012/09/13 14:49 | 304 | 052 | 330 | 278 | 0337 | 0023 | 0285 | 0389
 C201209.08 | 2012/09/15 15:29 | 271 | 030 | 286 | 256 | 0332 | 0043 | 0266 | 0397
 C201209.09 | 2012/09/18 16:09 | 269 | 034 | 286 | 252 | 0369 | 1016 | 0233 | 1967
