 IDENTIFIER |    starttime     | pa  |  da | NoPA| SuPA|   v  |  dv  | minv | maxv
 C201111.01 | 2011/10/31 22:09 | 070 | 068 | 036 | 104 | 0372 | 0036 | 0302 | 0448 (dup. C201110.18)
 C201111.02 | 2011/11/01 20:49 | 073 | 058 | 044 | 102 | 0416 | 0062 | 0268 | 0513
 C201111.03 | 2011/11/02 18:49 | 051 | 014 | 044 | 058 | 0332 | 0033 | 0290 | 0384
 C201111.04 | 2011/11/04 04:49 | 057 | 010 | 052 | 062 | 0361 | 0042 | 0340 | 0448
 C201111.05 | 2011/11/05 10:49 | 047 | 046 | 024 | 070 | 0448 | 0034 | 0380 | 0513
 C201111.06 | 2011/11/08 03:29 | 059 | 058 | 030 | 088 | 0655 | 0041 | 0562 | 0737
 C201111.07 | 2011/11/09 15:29 | 079 | 102 | 028 | 130 | 0643 | 0038 | 0553 | 0722
 C201111.08 | 2011/11/10 10:09 | 102 | 048 | 078 | 126 | 0300 | 0043 | 0218 | 0384
 C201111.09 | 2011/11/11 10:09 | 099 | 062 | 068 | 130 | 0649 | 0076 | 0520 | 0843
 C201111.10 | 2011/11/11 23:29 | 090 | 040 | 070 | 110 | 0402 | 0024 | 0354 | 0454
 C201111.11 | 2011/11/13 00:09 | 099 | 030 | 084 | 114 | 0400 | 0039 | 0334 | 0454
 C201111.12 | 2011/11/14 22:09 | 109 | 038 | 090 | 128 | 0600 | 0099 | 0520 | 0885
 C201111.13 | 2011/11/19 08:09 | 107 | 010 | 102 | 112 | 0294 | 0012 | 0281 | 0319
 C201111.14 | 2011/11/19 17:29 | 099 | 010 | 094 | 104 | 0237 | 0005 | 0228 | 0245
 C201111.15 | 2011/11/20 22:09 | 086 | 096 | 038 | 134 | 0343 | 0061 | 0310 | 0505
 C201111.16 | 2011/11/22 10:49 | 078 | 048 | 054 | 102 | 0350 | 0035 | 0281 | 0431
 C201111.17 | 2011/11/23 02:09 | 058 | 032 | 042 | 074 | 0694 | 0194 | 0478 | 1073
 C201111.18 | 2011/11/25 09:29 | 095 | 054 | 068 | 122 | 0361 | 0063 | 0274 | 0459
 C201111.19 | 2011/11/26 04:09 | 086 | 112 | 030 | 142 | 0823 | 0102 | 0610 | 1011
 C201111.20 | 2011/11/27 04:49 | 064 | 012 | 058 | 070 | 0361 | 0015 | 0340 | 0389
 C201111.21 | 2011/11/28 13:29 | 069 | 054 | 042 | 096 | 0391 | 0083 | 0252 | 0513
 C201111.22 | 2011/11/29 01:29 | 078 | 044 | 056 | 100 | 0409 | 0035 | 0327 | 0472
 C201112.01 | 2011/12/01 02:09 | 075 | 082 | 034 | 116 | 0363 | 0106 | 0290 | 0621
 C201112.02 | 2011/12/01 14:09 | 060 | 020 | 050 | 070 | 0495 | 0031 | 0442 | 0536
 C201112.03 | 2011/12/01 20:49 | 041 | 014 | 034 | 048 | 0367 | 0027 | 0343 | 0431
 C201112.04 | 2011/12/03 02:09 | 060 | 064 | 028 | 092 | 0437 | 0121 | 0229 | 0632
 C201112.05 | 2011/12/03 16:09 | 061 | 062 | 030 | 092 | 0495 | 0066 | 0343 | 0590
 C201112.06 | 2011/12/05 00:09 | 070 | 044 | 048 | 092 | 0437 | 0054 | 0340 | 0528
 C201112.07 | 2011/12/08 23:29 | 120 | 012 | 114 | 126 | 0260 | 0034 | 0245 | 0334
 C201112.08 | 2011/12/11 14:09 | 073 | 062 | 042 | 104 | 0307 | 0014 | 0272 | 0334
 C201112.09 | 2011/12/13 06:09 | 120 | 044 | 098 | 142 | 0431 | 0021 | 0397 | 0478
 C201112.10 | 2011/12/14 01:29 | 082 | 012 | 076 | 088 | 0218 | 0012 | 0204 | 0242
 C201112.11 | 2011/12/14 14:49 | 101 | 066 | 068 | 134 | 0334 | 0069 | 0234 | 0505
 C201112.12 | 2011/12/15 12:49 | 098 | 088 | 054 | 142 | 0448 | 0050 | 0376 | 0580
 C201112.13 | 2011/12/16 10:09 | 101 | 070 | 066 | 136 | 0459 | 0137 | 0105 | 0610
 C201112.14 | 2011/12/17 05:29 | 133 | 010 | 128 | 138 | 0513 | 0031 | 0472 | 0553
 C201112.15 | 2011/12/17 18:09 | 084 | 020 | 074 | 094 | 0295 | 0048 | 0229 | 0376
 C201112.16 | 2011/12/20 06:09 | 074 | 040 | 054 | 094 | 0361 | 0053 | 0300 | 0513
 C201112.17 | 2011/12/22 10:09 | 096 | 036 | 078 | 114 | 0236 | 0020 | 0192 | 0272
 C201112.18 | 2011/12/25 05:29 | 082 | 076 | 044 | 120 | 0442 | 0108 | 0234 | 0621
 C201112.19 | 2011/12/26 14:49 | 085 | 094 | 038 | 132 | 0621 | 0052 | 0485 | 0722
 C201112.20 | 2011/12/27 08:09 | 091 | 074 | 054 | 128 | 0409 | 0061 | 0252 | 0485
 C201112.21 | 2011/12/27 23:29 | 102 | 056 | 074 | 130 | 0316 | 0096 | 0270 | 0553
 C201112.22 | 2011/12/29 20:09 | 083 | 094 | 036 | 130 | 0505 | 0034 | 0431 | 0590
 C201112.23 | 2011/12/30 22:09 | 096 | 020 | 086 | 106 | 0621 | 0016 | 0600 | 0655
 C201112.24 | 2011/12/31 04:09 | 081 | 010 | 076 | 086 | 0298 | 0023 | 0266 | 0334
 C201112.25 | 2011/12/31 20:09 | 099 | 026 | 086 | 112 | 0675 | 0087 | 0553 | 0863 (dup. C201201.01)
 C201201.01 | 2011/12/31 20:09 | 100 | 028 | 086 | 114 | 0681 | 0040 | 0600 | 0769 (dup. C201112.25)
 C201201.02 | 2012/01/01 17:29 | 073 | 018 | 064 | 082 | 0322 | 0044 | 0252 | 0384
 C201201.03 | 2012/01/04 00:49 | 068 | 012 | 062 | 074 | 0496 | 0043 | 0466 | 0590
 C201201.04 | 2012/01/04 23:29 | 127 | 018 | 118 | 136 | 0370 | 0024 | 0330 | 0411
 C201201.05 | 2012/01/05 14:09 | 082 | 020 | 072 | 092 | 0668 | 0055 | 0610 | 0787
 C201201.06 | 2012/01/05 20:49 | 066 | 020 | 056 | 076 | 0276 | 0009 | 0266 | 0300
 C201201.07 | 2012/01/09 13:29 | 066 | 012 | 060 | 072 | 0236 | 0010 | 0218 | 0249
 C201201.08 | 2012/01/11 14:09 | 107 | 010 | 102 | 112 | 1613 | 0073 | 1539 | 1686
 C201201.09 | 2012/01/14 03:29 | 043 | 010 | 038 | 048 | 0443 | 0023 | 0411 | 0478
 C201201.10 | 2012/01/16 05:29 | 086 | 096 | 038 | 134 | 0421 | 0114 | 0290 | 0708
 C201201.11 | 2012/01/16 07:29 | 099 | 026 | 086 | 112 | 0332 | 0042 | 0249 | 0343
 C201201.12 | 2012/01/17 14:09 | 098 | 020 | 088 | 108 | 0357 | 0021 | 0310 | 0384
 C201201.13 | 2012/01/17 20:09 | 086 | 012 | 080 | 092 | 0354 | 0024 | 0350 | 0397
 C201201.14 | 2012/01/18 17:29 | 104 | 072 | 068 | 140 | 0402 | 0050 | 0287 | 0528
 C201201.15 | 2012/01/19 05:29 | 074 | 020 | 064 | 084 | 0295 | 0039 | 0249 | 0397
 C201201.16 | 2012/01/19 17:29 | 085 | 110 | 030 | 140 | 0688 | 0171 | 0421 | 1221
 C201201.17 | 2012/01/22 14:09 | 114 | 052 | 088 | 140 | 0412 | 0040 | 0350 | 0491
 C201201.18 | 2012/01/23 03:29 | 086 | 108 | 032 | 140 | 1362 | 0404 | 0655 | 1967
 C201201.19 | 2012/01/24 02:09 | 080 | 020 | 070 | 090 | 0708 | 0080 | 0562 | 0823
 C201201.20 | 2012/01/24 20:49 | 087 | 038 | 068 | 106 | 0334 | 0030 | 0264 | 0376
 C201201.21 | 2012/01/26 06:49 | 056 | 040 | 036 | 076 | 0908 | 0140 | 0600 | 1221
 C201201.22 | 2012/01/26 08:09 | 100 | 012 | 094 | 106 | 0627 | 0020 | 0590 | 0655
 C201201.23 | 2012/01/26 10:49 | 126 | 016 | 118 | 134 | 0407 | 0011 | 0384 | 0421
 C201201.24 | 2012/01/27 02:49 | 071 | 054 | 044 | 098 | 0310 | 0033 | 0239 | 0365
 C201201.25 | 2012/01/27 17:29 | 087 | 106 | 034 | 140 | 1609 | 0062 | 1475 | 1686
 C201201.26 | 2012/01/28 07:29 | 099 | 010 | 094 | 104 | 0307 | 0016 | 0285 | 0334
 C201202.01 | 2012/02/01 01:29 | 096 | 084 | 054 | 138 | 0442 | 0041 | 0397 | 0544
 C201202.02 | 2012/02/01 22:09 | 114 | 020 | 104 | 124 | 0376 | 0043 | 0302 | 0431
 C201202.03 | 2012/02/04 19:29 | 063 | 062 | 032 | 094 | 0363 | 0067 | 0197 | 0431
 C201202.04 | 2012/02/05 11:29 | 066 | 016 | 058 | 074 | 0254 | 0027 | 0204 | 0276
 C201202.05 | 2012/02/06 02:49 | 067 | 046 | 044 | 090 | 0414 | 0067 | 0272 | 0536
 C201202.06 | 2012/02/08 20:49 | 097 | 022 | 086 | 108 | 0272 | 0022 | 0234 | 0316
 C201202.07 | 2012/02/09 15:29 | 069 | 074 | 032 | 106 | 0368 | 0052 | 0242 | 0472
 C201202.08 | 2012/02/10 02:09 | 101 | 074 | 064 | 138 | 0287 | 0032 | 0237 | 0376
 C201202.09 | 2012/02/11 00:09 | 086 | 084 | 044 | 128 | 0372 | 0058 | 0283 | 0528
 C201202.10 | 2012/02/12 15:29 | 118 | 020 | 108 | 128 | 0273 | 0007 | 0266 | 0290
 C201202.11 | 2012/02/12 22:09 | 079 | 014 | 072 | 086 | 0222 | 0030 | 0184 | 0262
 C201202.12 | 2012/02/13 07:29 | 099 | 010 | 094 | 104 | 0347 | 0063 | 0260 | 0437
 C201202.13 | 2012/02/14 21:29 | 057 | 010 | 052 | 062 | 0204 | 0011 | 0194 | 0227
 C201202.14 | 2012/02/15 19:29 | 076 | 012 | 070 | 082 | 0402 | 0018 | 0372 | 0421
 C201202.15 | 2012/02/17 00:09 | 120 | 020 | 110 | 130 | 0313 | 0094 | 0222 | 0498
 C201202.16 | 2012/02/17 04:49 | 080 | 020 | 070 | 090 | 0491 | 0117 | 0219 | 0562
 C201202.17 | 2012/02/17 12:09 | 113 | 010 | 108 | 118 | 0319 | 0055 | 0213 | 0347
 C201202.18 | 2012/02/19 14:09 | 079 | 026 | 066 | 092 | 0295 | 0043 | 0231 | 0380
 C201202.19 | 2012/02/24 03:29 | 086 | 104 | 034 | 138 | 0621 | 0212 | 0221 | 1180
 C201202.20 | 2012/02/24 10:49 | 079 | 026 | 066 | 092 | 0326 | 0145 | 0218 | 0643
 C201202.21 | 2012/02/26 03:29 | 068 | 012 | 062 | 074 | 0339 | 0006 | 0327 | 0343
 C201202.22 | 2012/02/26 14:49 | 096 | 040 | 076 | 116 | 0344 | 0029 | 0258 | 0368
 C201203.01 | 2012/02/29 16:09 | 099 | 034 | 082 | 116 | 0323 | 0054 | 0251 | 0442 (dup. C201202.23)
 C201202.23 | 2012/02/29 16:09 | 099 | 034 | 082 | 116 | 0337 | 0068 | 0229 | 0485 (dup. C201203.01)
 C201203.02 | 2012/03/01 07:29 | 068 | 044 | 046 | 090 | 0359 | 0012 | 0324 | 0372
 C201203.03 | 2012/03/03 04:49 | 087 | 010 | 082 | 092 | 0337 | 0002 | 0334 | 0340
 C201203.04 | 2012/03/03 22:09 | 059 | 022 | 048 | 070 | 0414 | 0043 | 0347 | 0437
 C201203.05 | 2012/03/04 13:29 | 084 | 092 | 038 | 130 | 0600 | 0067 | 0491 | 0737
 C201203.06 | 2012/03/05 06:09 | 081 | 098 | 032 | 130 | 0655 | 0103 | 0513 | 0908
 C201203.07 | 2012/03/06 08:49 | 076 | 076 | 038 | 114 | 0580 | 0049 | 0472 | 0668
 C201203.08 | 2012/03/07 01:29 | 088 | 104 | 036 | 140 | 1311 | 0189 | 0908 | 1609
 C201203.09 | 2012/03/07 10:49 | 051 | 026 | 038 | 064 | 0823 | 0037 | 0753 | 0885
 C201203.10 | 2012/03/07 20:09 | 090 | 044 | 068 | 112 | 0414 | 0097 | 0252 | 0513
 C201203.11 | 2012/03/10 16:09 | 087 | 106 | 034 | 140 | 1041 | 0245 | 0694 | 1686
 C201203.12 | 2012/03/12 00:09 | 094 | 020 | 084 | 104 | 0498 | 0159 | 0300 | 0804
 C201203.13 | 2012/03/13 14:49 | 087 | 106 | 034 | 140 | 1416 | 0424 | 0737 | 1967
 C201203.14 | 2012/03/14 20:09 | 082 | 036 | 064 | 100 | 0332 | 0029 | 0285 | 0389
 C201203.15 | 2012/03/15 16:09 | 082 | 016 | 074 | 090 | 0222 | 0010 | 0207 | 0244
 C201203.16 | 2012/03/17 00:09 | 064 | 060 | 034 | 094 | 0708 | 0046 | 0643 | 0843
 C201203.17 | 2012/03/18 02:09 | 076 | 072 | 040 | 112 | 0997 | 0026 | 0957 | 1041
 C201203.18 | 2012/03/18 14:09 | 106 | 012 | 100 | 112 | 0307 | 0016 | 0300 | 0340
 C201203.19 | 2012/03/19 03:29 | 077 | 010 | 072 | 082 | 0177 | 0017 | 0167 | 0213
 C201203.20 | 2012/03/19 04:09 | 122 | 016 | 114 | 130 | 0324 | 0036 | 0268 | 0368
 C201203.21 | 2012/03/19 21:29 | 085 | 074 | 048 | 122 | 0316 | 0060 | 0228 | 0485
 C201203.22 | 2012/03/21 11:29 | 088 | 076 | 050 | 126 | 0571 | 0043 | 0472 | 0632
 C201203.23 | 2012/03/22 07:29 | 100 | 068 | 066 | 134 | 0343 | 0049 | 0251 | 0416
 C201203.24 | 2012/03/24 03:29 | 081 | 066 | 048 | 114 | 0431 | 0057 | 0307 | 0536
 C201203.25 | 2012/03/25 11:29 | 075 | 074 | 038 | 112 | 0368 | 0113 | 0254 | 0553
 C201203.26 | 2012/03/25 11:29 | 090 | 016 | 082 | 098 | 0295 | 0024 | 0252 | 0327
 C201203.27 | 2012/03/26 09:29 | 049 | 026 | 036 | 062 | 0688 | 0042 | 0643 | 0787
 C201203.28 | 2012/03/26 14:49 | 109 | 030 | 094 | 124 | 0237 | 0059 | 0204 | 0384
 C201203.29 | 2012/03/27 03:29 | 074 | 084 | 032 | 116 | 0804 | 0112 | 0472 | 1011
 C201203.30 | 2012/03/29 01:29 | 046 | 016 | 038 | 054 | 0737 | 0007 | 0737 | 0753
 C201203.31 | 2012/03/29 03:29 | 106 | 012 | 100 | 112 | 0307 | 0070 | 0231 | 0459
 C201203.32 | 2012/03/30 03:29 | 115 | 010 | 110 | 120 | 0454 | 0002 | 0454 | 0459
 C201203.33 | 2012/03/30 12:09 | 048 | 032 | 032 | 064 | 0382 | 0033 | 0290 | 0426
 C201203.34 | 2012/03/30 21:29 | 086 | 068 | 052 | 120 | 0332 | 0065 | 0173 | 0472
 C201203.35 | 2012/03/31 20:09 | 078 | 012 | 072 | 084 | 0295 | 0032 | 0247 | 0350 (dup. C201204.01)
 C201204.01 | 2012/03/31 20:49 | 083 | 046 | 060 | 106 | 0258 | 0015 | 0234 | 0292 (dup. C201203.35)
 C201204.02 | 2012/04/02 08:09 | 067 | 054 | 040 | 094 | 0402 | 0055 | 0350 | 0536
 C201204.03 | 2012/04/04 06:49 | 080 | 016 | 072 | 088 | 0316 | 0073 | 0239 | 0448
 C201204.04 | 2012/04/05 22:09 | 078 | 084 | 036 | 120 | 0553 | 0087 | 0407 | 0722
 C201204.05 | 2012/04/07 23:29 | 092 | 064 | 060 | 124 | 0472 | 0074 | 0343 | 0621
 C201204.06 | 2012/04/07 23:29 | 115 | 022 | 104 | 126 | 0469 | 0033 | 0389 | 0498
 C201204.07 | 2012/04/09 14:49 | 083 | 090 | 038 | 128 | 0715 | 0163 | 0431 | 0957
 C201204.08 | 2012/04/09 22:49 | 080 | 016 | 072 | 088 | 0478 | 0089 | 0327 | 0621
 C201204.09 | 2012/04/12 11:29 | 125 | 014 | 118 | 132 | 0323 | 0007 | 0310 | 0334
 C201204.10 | 2012/04/14 11:29 | 067 | 022 | 056 | 078 | 0443 | 0072 | 0319 | 0536
 C201204.11 | 2012/04/15 15:29 | 073 | 050 | 048 | 098 | 0285 | 0060 | 0242 | 0437
 C201204.12 | 2012/04/16 10:49 | 083 | 030 | 068 | 098 | 0379 | 0080 | 0240 | 0478
 C201204.13 | 2012/04/16 21:29 | 100 | 076 | 062 | 138 | 0520 | 0102 | 0300 | 0655
 C201204.14 | 2012/04/17 20:09 | 078 | 064 | 046 | 110 | 0426 | 0039 | 0365 | 0478
 C201204.15 | 2012/04/19 12:09 | 103 | 074 | 066 | 140 | 0517 | 0147 | 0260 | 0681
 C201204.16 | 2012/04/20 05:29 | 089 | 086 | 046 | 132 | 0393 | 0050 | 0327 | 0513
 C201204.17 | 2012/04/23 16:09 | 108 | 060 | 078 | 138 | 0580 | 0152 | 0319 | 0983
 C201204.18 | 2012/04/27 22:09 | 089 | 010 | 084 | 094 | 0321 | 0048 | 0249 | 0365
 C201204.19 | 2012/04/28 21:29 | 103 | 066 | 070 | 136 | 0325 | 0066 | 0215 | 0472
 C201204.20 | 2012/04/29 16:49 | 071 | 050 | 046 | 096 | 0323 | 0079 | 0182 | 0466
 C201205.01 | 2012/04/30 11:29 | 106 | 072 | 070 | 142 | 0600 | 0098 | 0337 | 0787 (dup. C201204.21)
 C201204.21 | 2012/04/30 11:29 | 106 | 072 | 070 | 142 | 0600 | 0100 | 0321 | 0787 (dup. C201205.01)
 C201205.02 | 2012/05/01 09:29 | 115 | 026 | 102 | 128 | 0414 | 0231 | 0316 | 0932
 C201205.03 | 2012/05/02 16:49 | 115 | 026 | 102 | 128 | 0383 | 0053 | 0330 | 0485
 C201205.04 | 2012/05/02 20:09 | 076 | 060 | 046 | 106 | 0387 | 0026 | 0316 | 0431
 C201205.05 | 2012/05/03 04:09 | 065 | 010 | 060 | 070 | 0359 | 0005 | 0347 | 0361
 C201205.06 | 2012/05/03 06:49 | 101 | 026 | 088 | 114 | 0323 | 0058 | 0219 | 0365
 C201205.07 | 2012/05/04 05:29 | 101 | 074 | 064 | 138 | 0382 | 0098 | 0218 | 0536
 C201205.08 | 2012/05/05 04:09 | 088 | 084 | 046 | 130 | 0513 | 0087 | 0347 | 0610
 C201205.09 | 2012/05/07 04:09 | 093 | 094 | 046 | 140 | 0502 | 0117 | 0407 | 0737
 C201205.10 | 2012/05/08 15:29 | 068 | 016 | 060 | 076 | 0339 | 0011 | 0324 | 0357
 C201205.11 | 2012/05/10 04:49 | 091 | 026 | 078 | 104 | 0562 | 0107 | 0350 | 0643
 C201205.12 | 2012/05/11 00:49 | 079 | 018 | 070 | 088 | 0586 | 0087 | 0478 | 0722
 C201205.13 | 2012/05/12 02:09 | 088 | 076 | 050 | 126 | 0454 | 0072 | 0313 | 0632
 C201205.14 | 2012/05/13 18:49 | 083 | 026 | 070 | 096 | 0361 | 0015 | 0327 | 0389
 C201205.15 | 2012/05/15 22:09 | 057 | 034 | 040 | 074 | 0482 | 0036 | 0421 | 0536
 C201205.16 | 2012/05/16 12:09 | 102 | 080 | 062 | 142 | 0334 | 0061 | 0231 | 0454
 C201205.17 | 2012/05/16 23:29 | 089 | 106 | 036 | 142 | 0957 | 0082 | 0753 | 1073
 C201205.18 | 2012/05/18 08:09 | 076 | 036 | 058 | 094 | 0492 | 0048 | 0431 | 0610
 C201205.19 | 2012/05/18 16:49 | 122 | 012 | 116 | 128 | 0397 | 0029 | 0361 | 0448
 C201205.20 | 2012/05/19 18:09 | 085 | 022 | 074 | 096 | 0336 | 0021 | 0313 | 0376
 C201205.21 | 2012/05/21 06:49 | 081 | 018 | 072 | 090 | 0316 | 0017 | 0281 | 0347
 C201205.22 | 2012/05/21 15:29 | 127 | 030 | 112 | 142 | 0715 | 0207 | 0393 | 0804
 C201205.23 | 2012/05/25 00:49 | 068 | 048 | 044 | 092 | 0675 | 0071 | 0520 | 0787
 C201205.24 | 2012/05/26 05:29 | 107 | 070 | 072 | 142 | 0404 | 0103 | 0229 | 0590
 C201205.25 | 2012/05/27 14:09 | 079 | 062 | 048 | 110 | 0292 | 0018 | 0268 | 0330
 C201205.26 | 2012/05/28 16:09 | 082 | 052 | 056 | 108 | 0319 | 0077 | 0207 | 0454
 C201205.27 | 2012/05/30 18:09 | 097 | 010 | 092 | 102 | 0342 | 0028 | 0302 | 0376
 C201205.28 | 2012/05/30 21:29 | 045 | 038 | 026 | 064 | 0475 | 0055 | 0327 | 0536
 C201206.01 | 2012/06/02 01:29 | 091 | 082 | 050 | 132 | 0459 | 0070 | 0316 | 0632
 C201206.02 | 2012/06/02 02:49 | 081 | 014 | 074 | 088 | 0372 | 0009 | 0357 | 0389
 C201206.03 | 2012/06/05 08:09 | 082 | 016 | 074 | 090 | 0267 | 0006 | 0254 | 0272
 C201206.04 | 2012/06/05 15:29 | 067 | 042 | 046 | 088 | 0498 | 0028 | 0454 | 0571
 C201206.05 | 2012/06/05 23:29 | 090 | 100 | 040 | 140 | 0571 | 0524 | 0190 | 1967
 C201206.07 | 2012/06/07 00:09 | 056 | 020 | 046 | 066 | 0708 | 0124 | 0513 | 0769
 C201206.06 | 2012/06/07 00:09 | 104 | 072 | 068 | 140 | 0397 | 0018 | 0350 | 0426
 C201206.08 | 2012/06/07 16:09 | 055 | 030 | 040 | 070 | 0701 | 0096 | 0600 | 0863
 C201206.09 | 2012/06/08 00:09 | 060 | 036 | 042 | 078 | 0823 | 0034 | 0787 | 0908
 C201206.10 | 2012/06/08 07:29 | 102 | 032 | 086 | 118 | 0372 | 0071 | 0276 | 0520
 C201206.11 | 2012/06/11 18:49 | 082 | 012 | 076 | 088 | 0194 | 0013 | 0180 | 0218
 C201206.12 | 2012/06/12 10:09 | 114 | 052 | 088 | 140 | 0536 | 0081 | 0397 | 0681
 C201206.13 | 2012/06/12 22:49 | 080 | 060 | 050 | 110 | 0393 | 0052 | 0287 | 0498
 C201206.14 | 2012/06/13 18:09 | 096 | 088 | 052 | 140 | 0459 | 0040 | 0372 | 0553
 C201206.15 | 2012/06/14 11:29 | 089 | 102 | 038 | 140 | 0804 | 0078 | 0643 | 1011
 C201206.16 | 2012/06/15 06:49 | 096 | 012 | 090 | 102 | 0350 | 0023 | 0319 | 0389
 C201206.17 | 2012/06/15 17:29 | 065 | 014 | 058 | 072 | 0419 | 0033 | 0380 | 0472
 C201206.18 | 2012/06/15 19:29 | 121 | 010 | 116 | 126 | 0445 | 0007 | 0431 | 0448
 C201206.19 | 2012/06/16 13:29 | 053 | 010 | 048 | 058 | 0321 | 0001 | 0321 | 0324
 C201206.20 | 2012/06/17 11:29 | 112 | 028 | 098 | 126 | 0457 | 0029 | 0407 | 0498
 C201206.21 | 2012/06/23 01:29 | 123 | 010 | 118 | 128 | 0491 | 0033 | 0459 | 0553
 C201206.22 | 2012/06/23 09:29 | 068 | 096 | 020 | 116 | 0863 | 0147 | 0590 | 1142
 C201206.23 | 2012/06/24 00:09 | 062 | 032 | 046 | 078 | 0256 | 0028 | 0208 | 0321
 C201206.24 | 2012/06/27 18:09 | 030 | 012 | 024 | 036 | 0544 | 0012 | 0520 | 0553
 C201206.25 | 2012/06/29 11:29 | 098 | 028 | 084 | 112 | 0368 | 0069 | 0231 | 0411
 C201206.26 | 2012/06/30 11:29 | 054 | 040 | 034 | 074 | 0316 | 0036 | 0264 | 0402
 C201206.27 | 2012/06/30 16:09 | 122 | 012 | 116 | 128 | 0536 | 0036 | 0459 | 0571
 C201207.01 | 2012/07/02 21:29 | 115 | 042 | 094 | 136 | 0502 | 0061 | 0389 | 0571
 C201207.02 | 2012/07/03 20:49 | 083 | 014 | 076 | 090 | 0339 | 0049 | 0334 | 0442
 C201207.03 | 2012/07/04 22:09 | 084 | 052 | 058 | 110 | 0380 | 0030 | 0340 | 0472
 C201207.04 | 2012/07/07 00:49 | 096 | 040 | 076 | 116 | 0365 | 0140 | 0327 | 0632
 C201207.05 | 2012/07/08 14:49 | 097 | 070 | 062 | 132 | 0787 | 0194 | 0610 | 1264
 C201207.06 | 2012/07/09 13:29 | 110 | 012 | 104 | 116 | 0466 | 0023 | 0421 | 0505
 C201207.07 | 2012/07/12 16:49 | 084 | 096 | 036 | 132 | 0804 | 0050 | 0643 | 0885
 C201207.08 | 2012/07/17 16:49 | 102 | 072 | 066 | 138 | 1221 | 0245 | 0804 | 1539
 C201207.09 | 2012/07/19 04:49 | 097 | 082 | 056 | 138 | 1221 | 0037 | 1180 | 1311
 C201207.10 | 2012/07/28 00:49 | 105 | 022 | 094 | 116 | 0448 | 0027 | 0421 | 0505
 C201208.01 | 2012/07/31 22:49 | 094 | 072 | 058 | 130 | 0321 | 0069 | 0202 | 0416
 C201208.02 | 2012/08/02 21:29 | 101 | 074 | 064 | 138 | 0376 | 0080 | 0264 | 0553
 C201208.03 | 2012/08/04 00:49 | 064 | 024 | 052 | 076 | 0354 | 0034 | 0287 | 0376
 C201208.04 | 2012/08/04 18:09 | 088 | 076 | 050 | 126 | 0445 | 0061 | 0340 | 0610
 C201208.05 | 2012/08/05 08:09 | 089 | 046 | 066 | 112 | 0300 | 0025 | 0242 | 0354
 C201208.06 | 2012/08/06 22:49 | 077 | 054 | 050 | 104 | 0397 | 0045 | 0316 | 0498
 C201208.08 | 2012/08/07 23:29 | 079 | 042 | 058 | 100 | 0580 | 0088 | 0431 | 0787
 C201208.07 | 2012/08/08 00:09 | 071 | 070 | 036 | 106 | 0380 | 0023 | 0310 | 0431
 C201208.09 | 2012/08/10 01:29 | 093 | 046 | 070 | 116 | 0503 | 0138 | 0292 | 0694
 C201208.10 | 2012/08/10 12:09 | 089 | 066 | 056 | 122 | 0363 | 0042 | 0262 | 0431
 C201208.11 | 2012/08/13 06:49 | 030 | 016 | 022 | 038 | 0293 | 0008 | 0278 | 0305
 C201208.12 | 2012/08/13 07:29 | 084 | 024 | 072 | 096 | 0389 | 0031 | 0321 | 0442
 C201208.13 | 2012/08/13 14:49 | 079 | 050 | 054 | 104 | 0383 | 0100 | 0145 | 0498
 C201208.14 | 2012/08/13 17:29 | 113 | 010 | 108 | 118 | 0281 | 0020 | 0239 | 0302
 C201208.15 | 2012/08/14 06:49 | 071 | 074 | 034 | 108 | 0376 | 0050 | 0266 | 0454
 C201208.16 | 2012/08/15 18:09 | 062 | 028 | 048 | 076 | 0281 | 0008 | 0260 | 0292
 C201208.17 | 2012/08/16 20:09 | 063 | 078 | 024 | 102 | 0469 | 0051 | 0389 | 0643
 C201208.18 | 2012/08/18 04:09 | 048 | 056 | 020 | 076 | 0498 | 0054 | 0431 | 0600
 C201208.19 | 2012/08/19 05:29 | 056 | 048 | 032 | 080 | 0411 | 0076 | 0330 | 0562
 C201208.20 | 2012/08/21 12:09 | 035 | 010 | 030 | 040 | 0306 | 0009 | 0292 | 0319
 C201208.21 | 2012/08/22 14:09 | 064 | 076 | 026 | 102 | 0478 | 0050 | 0380 | 0571
 C201208.22 | 2012/08/23 10:49 | 070 | 056 | 042 | 098 | 0492 | 0111 | 0310 | 0681
 C201208.23 | 2012/08/25 10:09 | 046 | 020 | 036 | 056 | 0343 | 0023 | 0307 | 0384
 C201208.24 | 2012/08/26 16:49 | 092 | 028 | 078 | 106 | 0245 | 0011 | 0229 | 0268
 C201208.25 | 2012/08/27 04:09 | 036 | 012 | 030 | 042 | 0407 | 0021 | 0376 | 0442
 C201208.26 | 2012/08/27 06:09 | 086 | 012 | 080 | 092 | 0324 | 0177 | 0192 | 0681
 C201208.27 | 2012/08/29 22:09 | 080 | 012 | 074 | 086 | 0321 | 0043 | 0272 | 0402
 C201208.28 | 2012/08/31 21:29 | 086 | 076 | 048 | 124 | 1864 | 0229 | 1362 | 1967 (dup. C201209.01)
 C201209.01 | 2012/08/31 22:09 | 082 | 112 | 026 | 138 | 0668 | 0044 | 0571 | 0753 (dup. C201208.28)
