 IDENTIFIER |    starttime     | pa  |  da | NoPA| SuPA|   v  |  dv  | minv | maxv
 C201406.04 | 2014/06/04 22:49 | 065 | 054 | 038 | 092 | 0337 | 0077 | 0251 | 0544
 C201406.05 | 2014/06/05 18:09 | 088 | 092 | 042 | 134 | 0655 | 0114 | 0416 | 0804
 C201406.06 | 2014/06/06 21:29 | 059 | 046 | 036 | 082 | 0380 | 0023 | 0324 | 0421
 C201406.07 | 2014/06/07 14:49 | 077 | 078 | 038 | 116 | 0448 | 0073 | 0241 | 0571
 C201406.08 | 2014/06/09 08:09 | 081 | 026 | 068 | 094 | 0377 | 0099 | 0260 | 0562
 C201406.09 | 2014/06/13 00:09 | 091 | 090 | 046 | 136 | 0571 | 0066 | 0498 | 0753
 C201406.10 | 2014/06/13 08:49 | 069 | 046 | 046 | 092 | 0310 | 0022 | 0268 | 0361
 C201406.11 | 2014/06/13 17:29 | 118 | 016 | 110 | 126 | 0478 | 0119 | 0431 | 0737
 C201406.12 | 2014/06/14 04:09 | 114 | 016 | 106 | 122 | 0264 | 0107 | 0240 | 0491
 C201406.13 | 2014/06/15 09:29 | 035 | 014 | 028 | 042 | 0307 | 0023 | 0254 | 0324
 C201406.14 | 2014/06/15 16:49 | 101 | 074 | 064 | 138 | 0580 | 0121 | 0389 | 0823
 C201406.15 | 2014/06/17 10:49 | 102 | 072 | 066 | 138 | 0681 | 0267 | 0431 | 1106
 C201406.16 | 2014/06/17 21:29 | 064 | 024 | 052 | 076 | 0312 | 0028 | 0251 | 0354
 C201406.17 | 2014/06/19 23:29 | 089 | 010 | 084 | 094 | 0310 | 0052 | 0240 | 0384
 C201406.18 | 2014/06/21 00:09 | 071 | 026 | 058 | 084 | 0279 | 0066 | 0156 | 0305
 C201406.19 | 2014/06/24 11:29 | 079 | 030 | 064 | 094 | 0290 | 0046 | 0217 | 0368
 C201406.20 | 2014/06/26 10:09 | 062 | 068 | 028 | 096 | 0316 | 0014 | 0292 | 0347
 C201406.21 | 2014/06/27 08:09 | 066 | 092 | 020 | 112 | 0632 | 0073 | 0442 | 0737
 C201406.22 | 2014/06/28 00:09 | 067 | 018 | 058 | 076 | 0311 | 0850 | 0217 | 1967
 C201406.23 | 2014/06/28 10:09 | 068 | 020 | 058 | 078 | 0327 | 0014 | 0292 | 0337
 C201406.24 | 2014/06/28 14:09 | 089 | 010 | 084 | 094 | 0640 | 0395 | 0258 | 1073
 C201406.25 | 2014/06/29 02:09 | 056 | 040 | 036 | 076 | 0372 | 0021 | 0330 | 0411
 C201407.01 | 2014/07/01 19:29 | 072 | 084 | 030 | 114 | 0298 | 0048 | 0202 | 0380
 C201407.02 | 2014/07/03 05:29 | 091 | 090 | 046 | 136 | 1648 | 0781 | 0113 | 1967
 C201407.03 | 2014/07/05 06:09 | 084 | 032 | 068 | 100 | 0787 | 0415 | 0143 | 1362
 C201407.04 | 2014/07/13 14:09 | 108 | 012 | 102 | 114 | 0354 | 0020 | 0319 | 0357
 C201407.05 | 2014/07/14 20:49 | 085 | 014 | 078 | 092 | 0251 | 0012 | 0221 | 0256
 C201407.06 | 2014/07/19 03:29 | 100 | 052 | 074 | 126 | 0621 | 0071 | 0505 | 0787
 C201407.07 | 2014/07/20 10:49 | 050 | 028 | 036 | 064 | 0272 | 0035 | 0208 | 0330
 C201407.08 | 2014/07/22 21:29 | 064 | 084 | 022 | 106 | 0426 | 0053 | 0307 | 0528
 C201407.09 | 2014/07/26 20:09 | 081 | 094 | 034 | 128 | 0505 | 0117 | 0274 | 0694
 C201407.10 | 2014/07/30 10:49 | 056 | 072 | 020 | 092 | 0448 | 0027 | 0389 | 0498
 C201408.01 | 2014/08/01 06:09 | 077 | 082 | 036 | 118 | 0342 | 0056 | 0264 | 0454
 C201408.02 | 2014/08/01 15:29 | 052 | 068 | 018 | 086 | 0580 | 0159 | 0266 | 0753
 C201408.03 | 2014/08/01 22:49 | 045 | 038 | 026 | 064 | 0479 | 0078 | 0316 | 0600
 C201408.04 | 2014/08/02 23:29 | 048 | 020 | 038 | 058 | 0421 | 0133 | 0231 | 0655
 C201408.05 | 2014/08/04 05:29 | 052 | 044 | 030 | 074 | 0305 | 0014 | 0278 | 0330
 C201408.06 | 2014/08/04 09:29 | 051 | 014 | 044 | 058 | 0296 | 0048 | 0268 | 0407
 C201408.07 | 2014/08/04 16:49 | 089 | 030 | 074 | 104 | 1770 | 0067 | 1609 | 1770
 C201408.08 | 2014/08/06 06:49 | 062 | 048 | 038 | 086 | 0343 | 0039 | 0327 | 0454
 C201408.09 | 2014/08/08 23:29 | 098 | 016 | 090 | 106 | 1416 | 0333 | 0957 | 1770
 C201408.10 | 2014/08/10 04:49 | 096 | 028 | 082 | 110 | 0396 | 0065 | 0272 | 0466
 C201408.11 | 2014/08/14 22:09 | 068 | 020 | 058 | 078 | 0240 | 0039 | 0207 | 0305
 C201408.12 | 2014/08/15 10:09 | 056 | 012 | 050 | 062 | 0393 | 0075 | 0274 | 0421
 C201408.13 | 2014/08/16 00:09 | 082 | 020 | 072 | 092 | 0236 | 0029 | 0224 | 0316
 C201408.14 | 2014/08/16 19:29 | 055 | 014 | 048 | 062 | 0267 | 0026 | 0239 | 0327
 C201408.15 | 2014/08/18 04:49 | 072 | 024 | 060 | 084 | 0177 | 0035 | 0138 | 0240
